Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Aech_baseMean,Aech_log2FoldChange,Aech_pvalue,Aech_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_pvalue,Cpla_padj,Dqua_baseMean,Dqua_log2FoldChange,Dqua_pvalue,Dqua_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_pvalue,Hsal_padj,Orug_baseMean,Orug_log2FoldChange,Orug_pvalue,Orug_padj,Obir_baseMean,Obir_log2FoldChange,Obir_pvalue,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_pvalue,Sinv_padj
Aech|LOC105149588,Cpla|SGF62961,Dqua|LOC106747158,Hsal|LOC105191939,Obir|LOC105284065,Orug|SGF63677,Sinv|LOC105204038,709.8174187102319,-0.217607064416405,0.161108741881872,0.34978466683263804,195.184758496093,0.27844413704219,0.00947141219810958,0.027759954965752006,565.74592792105,-0.175107769214865,0.388406228574323,0.724388533810702,45.7290906957936,0.18464872850451503,0.559334125375361,0.9468659919518728,261.951363693576,0.22803782813387805,0.0222425474544398,0.0614635186414504,1850.98945368161,-0.0471356965887378,0.7372779380344141,0.9298997263229359,97.49265723786509,0.0167885612604046,0.868239900608338,0.924662281775558
Aech|LOC105149586,Cpla|SGF59199,Dqua|LOC106747156,Hsal|LOC105191940,Obir|LOC105284063,Orug|SGF71034,Sinv|LOC105204039,3234.8868907354304,-0.422921716428565,0.00580700729502937,0.0316943480210244,2858.86490343588,-0.226031201020029,6.601515666674621e-07,7.88121975673513e-06,10321.828982433399,0.45946309062448604,0.0299618163483604,0.22869275021653002,1599.44517663769,-0.0657780358480968,0.5468629542471579,0.9459354872823059,2139.55622504861,-0.00318820376132566,0.96632840989476,0.977634652572542,5857.7357248076005,-0.0962445556194764,0.45267884213433296,0.7847335297812759,1078.34296094762,-0.048661414643464004,0.36419246522850296,0.529714976366255
Aech|LOC105149580,Cpla|SGF58961,Dqua|LOC106747151,Hsal|LOC105184509,Obir|LOC105284057,Orug|SGF66092,Sinv|LOC105204021,1732.5703604906305,0.139956678940877,0.465732461617872,0.6695651207617199,1067.0448346055698,0.033287762601281,0.665947386668643,0.768496776586429,770.154697995776,0.11177241686909697,0.636734574345711,0.860842736244652,665.729685451088,0.12301948098554802,0.128513194222456,0.7931144994661831,243.49882879990002,0.14787927627420802,0.14618858330808998,0.265433842406769,1925.0919791840802,0.159034975556874,0.327860502583566,0.697541511118824,453.39910485505897,-0.040802741294377,0.523852800854454,0.67811808579355
Aech|LOC105149577,Cpla|SGF64119,Dqua|LOC106745397,Hsal|LOC105184507,Obir|LOC105276543,Orug|SGF79537,Sinv|LOC105204018,7.494123546646151,0.8189462758285659,0.0945994109954449,0.24816897491361106,65.01364568032851,0.6228195901646071,0.000361048408340029,0.0017783861642636603,3.51149471454815,0.697093660771878,0.0771968520366096,,18.5956329199518,0.211815770831917,0.4376643894725771,0.925367423942868,6.04766677431659,0.10414105311998802,0.847645341285062,0.900708746050295,71.11788800961449,-0.0836503536464779,0.7330953143224891,0.9276116675601429,1.29647863937351,-0.5018330085705061,0.125422087750836,
Aech|LOC105144407,Cpla|SGF58344,Dqua|LOC106743291,Hsal|LOC105188169,Obir|LOC105279584,Orug|SGF73803,Sinv|LOC105198083,275.37194603139403,0.0857806323170734,0.6758717357436178,0.819547516719545,793.074718017241,-0.49225361371224297,1.80865574075052e-05,0.000137815319554697,783.2412036412261,-0.539806235177668,0.0806945520291033,0.37562562036559,258.305498572851,-0.00154945723054479,0.993389596210562,0.9983562824876191,333.849361192603,-0.6396045892576221,0.0005395865480590981,0.00289539845575541,1236.13407533736,-0.18976852418875198,0.25616325885204,0.6360684401566079,410.433029623615,-0.29415316625576,0.0008600336050953731,0.00420028426677536
Aech|LOC105149574,Cpla|SGF64992,Dqua|LOC106742668,Hsal|LOC105183809,Obir|LOC105286105,Orug|SGF84310,Sinv|LOC105204016,2272.75817331788,0.169636054340568,0.33283012117176897,0.5485526535351439,224.642038602849,0.056024076025407994,0.527019617069426,0.6596939310565171,2166.12522146492,-0.0357397100912965,0.8745698503236079,0.9599066529732471,355.72548397647995,-0.13032414966619,0.440349290312283,0.9253809202924879,573.653216454871,0.12427228404669,0.40486366476843605,0.5555550649976769,3678.7775848781,-0.156396971033945,0.277560256128806,0.6546923073149951,185.408912710411,0.0607981917921437,0.5915204912676,0.731082638188749
Aech|LOC105149568,Cpla|SGF61318,Dqua|LOC106742853,Hsal|LOC105182497,Obir|LOC105280195,Orug|SGF77207,Sinv|LOC105204013,6651.851247898901,0.14294412767100598,0.30911072673136997,0.524364913070127,1249.7566550804402,-0.153358338323382,0.0242723212272996,0.0599761227745531,3225.19013163341,0.099806658502299,0.565749395841594,0.8241839921181171,880.669010697815,-0.245111298339433,0.00764300556445677,0.346331978398549,725.0510041933079,-0.0505207016712601,0.5096740416643499,0.649902047565934,6208.22881534058,0.25601911162019503,0.0409293215670553,0.23784533617683604,322.359879495121,-0.0712674749170461,0.35112441420781204,0.516686208547405
Aech|LOC105149567,Cpla|SGF64001,Dqua|LOC106743211,Hsal|LOC105182498,Obir|LOC105280193,Orug|SGF75912,Sinv|LOC105204011,1041.15774174414,0.11585553620843099,0.620806520177436,0.7819740715183822,1682.15777038496,0.113427607567105,0.16817463132226798,0.280442774825589,5609.26328444344,0.110003020825074,0.40438554884056704,0.7344829019585881,1812.30613503887,-0.0330346301400323,0.645472003770051,0.959024227829018,2641.7272723328897,0.0478942873113834,0.355734798355964,0.507588538721802,8191.086763223359,0.0616107628527334,0.6129059042135501,0.875117846998457,1337.49796780338,0.0202090393700651,0.747085602316576,0.84436597963398
Aech|LOC105149629,Cpla|SGF51420,Dqua|LOC106743246,Hsal|LOC105182499,Obir|LOC105280190,Orug|SGF75087,Sinv|LOC105204008,245.650068132877,-0.707983739077221,0.0185401652602746,0.0766121320790634,152.01161658396998,-0.103960813340118,0.4334634275946961,0.5745589965807161,574.166880216188,0.428297841328476,0.139490059881238,0.47864509627396,99.058611266898,0.0565516977755227,0.7358638524920179,0.9681182499461809,117.727107936851,0.323974345948082,0.0627357825386525,0.13964664039054,214.15098667186,0.159674793351651,0.45120134106619497,0.784689783546411,409.02412025586096,-0.0260748467859019,0.896448813441828,0.9411323415911751
Aech|LOC105149563,Cpla|SGF59646,Dqua|LOC106742562,Hsal|LOC105182501,Obir|LOC105280188,Orug|SGF65221,Sinv|LOC105204006,1501.47334200535,-0.16570589173394798,0.3621862102789261,0.576626452654991,564.3385301851821,0.26492125640437,0.00342411716185003,0.0119721599557308,1556.9058790419501,0.644355133917603,0.043632213786121005,0.277843802037923,380.522226852436,-0.172992654317481,0.188573899206459,0.8414577180414949,401.84913604329904,0.149915333995815,0.0870236012253672,0.17967541734783102,3146.6773430828603,-0.0612329187234941,0.655778932444854,0.896428054008136,295.508157889668,0.0460793649249917,0.5681504572545409,0.7128917405308292
Aech|LOC105149562,Cpla|SGF65585,Dqua|LOC106743902,Hsal|LOC105182502,Obir|LOC105276531,Orug|SGF72243,Sinv|LOC105204005,8045.842843082471,0.492796099962044,0.203797501064536,0.4045250247083929,5617.23377460645,-0.0264133460616633,0.7542746289013059,0.8366986901104041,14326.7050823751,-0.677325307286028,0.0105007287083351,0.130219305644684,2052.50551700948,-0.0861938973179495,0.474205820560479,0.9337078902109541,1198.20105917149,-1.3802548765354299,1.1249825642142198e-07,1.91272316423479e-06,11778.2008135458,-0.18119166784045,0.233112751662856,0.6067960349009829,375.364140829516,-0.0956442684627272,0.215857693079383,0.366464594464178
Aech|LOC105149561,Cpla|SGF64650,Dqua|LOC106743895,Hsal|LOC105182505,Obir|LOC105276533,Orug|SGF67010,Sinv|LOC105204004,78117.93628548889,0.12494691199915599,0.511810365176456,0.7052664447766059,37980.1538021525,-0.521387305308434,3.1701242728966802e-15,4.584064395022329e-13,19211.0301125079,-0.20503091488870104,0.28322727701919204,0.6481068121097879,35754.1170715552,-0.00673218629581321,0.9567124205730351,0.9963491784112499,11595.8898202011,-0.458164566799475,2.51609754497807e-10,8.258912809242549e-09,70852.38237980599,-0.229832717743355,0.13569295151459,0.47358072809882795,21892.6666440849,-0.433524504115425,7.53201254870975e-08,1.0987188161664498e-06
Aech|LOC105149554,Cpla|SGF49386,Dqua|LOC106743865,Hsal|LOC105181334,Obir|LOC105276540,Orug|SGF76982,Sinv|LOC105203996,1966.20133436365,0.28711026994557104,0.0254845211877228,0.0980946687164318,323.22744310607897,0.279736376209669,0.0037265221579630397,0.0128269481419709,1518.24300051745,0.212398293205707,0.253385099763682,0.6205549135689971,513.694789799544,0.14959727225506303,0.26164677004264997,0.866636493136341,764.370581670148,0.24576128832657199,0.0539167717017536,0.123672667787015,2792.83623590029,-0.00388943034892345,0.9793820864573929,0.994915262483046,335.268010893606,-0.13698753559531598,0.16200697803687197,0.29586264553488395
Aech|LOC105144398,Cpla|SGF48217,Dqua|LOC106743350,Hsal|LOC105188173,Obir|LOC105276229,Orug|SGF67298,Sinv|LOC105205183,1008.0989958434101,0.216390000645762,0.242874605858492,0.452029123025193,626.5932576282199,0.129510980134868,0.0374312650055332,0.0852246877238771,684.822804821993,0.155706300779766,0.25579200066608804,0.622914416576119,389.60122289055397,-0.112527459267629,0.0744827146532695,0.7118152096863709,698.978895374059,0.302252588349875,2.9222236495677e-05,0.000240710113276544,1882.2334953898103,-0.0325425464015396,0.84517657257925,0.961415311992308,530.097050470191,-0.108135202911938,0.0519616306534166,0.12263829801014399
Aech|LOC105149548,Cpla|SGF58885,Dqua|LOC106743898,Hsal|LOC105188058,Obir|LOC105276498,Orug|SGF61749,Sinv|LOC105203992,1671.02459791136,0.1822789788569681,0.133320396517085,0.309079846837454,304.90471375761,0.151443893597621,0.0936885215556088,0.17796193464813798,830.525470432121,-0.008318078391757359,0.961106519027155,0.986121691575093,100.58588481046999,0.10344218863955401,0.494595046691435,0.93816211895778,270.028178104186,0.337709773832939,0.000593801106915022,0.00313845558848694,1397.37169079535,-0.22236646823009,0.120421053983512,0.446029115092635,986.67569989026,-0.0134872005893391,0.7140718145198021,0.821441918504763
Aech|LOC105149544,Cpla|SGF62908,Dqua|LOC106743896,Hsal|LOC105188055,Obir|LOC105276492,Orug|SGF65938,Sinv|LOC105193743,1052.16362698131,-0.20741350194869893,0.17793570477626894,0.371038495239055,4447.82914962135,-0.261153403090519,0.0218161272445257,0.0549904552084975,7156.34778868659,-0.173859479898421,0.34458483683512897,0.697747419115338,1078.2797730560699,-0.0917117340709132,0.479811664091584,0.936479703170541,3213.5363421818797,-0.305230957867206,0.0152871503640134,0.0455095729506689,1827.3023343791501,-0.221019240025879,0.314232771594185,0.686989525302141,370.529608032454,0.139391099715879,0.0570108884489149,0.13235251944308302
Aech|LOC105149543,Cpla|SGF47511,Dqua|LOC106743917,Hsal|LOC105188054,Obir|LOC105276491,Orug|SGF64410,Sinv|LOC105193742,26259.2103883237,0.125433246795109,0.5808923496268471,0.754432911594203,20121.4781390837,-0.00273048119629865,0.96674550299324,0.979183083619269,40388.3281344653,0.009503023962988421,0.965238169276876,0.987545028928283,16107.4991915289,-0.17977826478414002,0.007437621184585909,0.343322038078774,1364.60618695444,-0.39437144755082504,0.00292825522063281,0.0117673429173406,37757.7981669105,-0.0741333850796439,0.524441958697884,0.828766036112612,7660.738986236859,-0.0588153555737711,0.260149448983998,0.4183730094105039
Aech|LOC105149541,Cpla|SGF46932,Dqua|LOC106743948,Hsal|LOC105188052,Obir|LOC105276490,Orug|SGF80098,Sinv|LOC105193741,1796.36430595112,-0.39539444618920094,0.0155821572362617,0.0675455667420431,1497.54490195917,0.219466430284934,0.0146746059172229,0.0397389337766035,3040.0596999399604,0.747905501306416,0.00310805401122602,0.0640572219013651,1437.86188888948,-0.0163929387287651,0.8878868360068292,0.9889042290328119,985.3353758774631,0.201881061638159,0.11467981631030301,0.22171254823338798,3866.3039054085207,-0.0722701676812113,0.637424657322338,0.887142186684514,795.7312060374851,0.113756845665821,0.175321796478693,0.31422793286594
Aech|LOC105149539,Cpla|SGF64317,Dqua|LOC106743949,Hsal|LOC105188051,Obir|LOC105276489,Orug|SGF78382,Sinv|LOC105193740,1062.31894018468,-0.0763087768778514,0.6095101636429351,0.7743031576617059,490.445880396048,0.10557215723645,0.14550999301543,0.251527459260997,782.341511449211,0.27871916790015305,0.0216626019714747,0.19224526550860999,253.276969567682,0.073901825047256,0.415077791039007,0.913017514455221,292.488979343267,0.20332027283099902,0.296941362311258,0.4466494503165,1176.13697650417,-0.10831173406252198,0.46056691397525706,0.78900641591093,455.059241061901,-0.0324843232354165,0.623180572568298,0.7549858019541429
Aech|LOC105149540,Cpla|SGF55248,Dqua|LOC106743937,Hsal|LOC105188050,Obir|LOC105276486,Orug|SGF66066,Sinv|LOC105193739,5208.79597979229,0.0540953217806667,0.779099605879459,0.883968692797213,4041.7211989410207,0.288446035375878,2.72522359613242e-05,0.00019569036696373798,3181.1096530673303,0.317875198034444,0.20215536537059198,0.5569126996715561,2022.8808216408604,0.0176100378293253,0.8584860696016858,0.985239860358178,479.20229405102003,-0.047946461551503,0.48890729694534896,0.630971873550279,14677.2942016706,0.123415636520633,0.4063834811173879,0.754232303241611,3285.30513088526,-0.11799995078027099,0.0194021834890109,0.0559757813220933
Aech|LOC105149527,Cpla|SGF64208,Dqua|LOC106743894,Hsal|LOC105190894,Obir|LOC105276475,Orug|SGF78805,Sinv|LOC105193728,7448.743362900849,-0.14464770764515802,0.642399987048628,0.7964290203371229,784.3908953884101,-0.12749761361728,0.101017499725025,0.188655638983044,25123.0937562348,-0.256249446193894,0.280726344532236,0.646027232063296,2995.16456194403,-0.0395838659276712,0.70151699046261,0.9664002041900072,4529.49133073076,0.175670918046477,0.147623321368038,0.267333185608085,5096.98897336716,-0.21039527161133603,0.0993042919769196,0.40135658824177795,1401.7974504563902,-0.31186676409221303,1.9509380013807e-05,0.000156215948304909
Aech|LOC105149524,Cpla|SGF55251,Dqua|LOC106746309,Hsal|LOC105188085,Obir|LOC105276473,Orug|SGF78368,Sinv|LOC105200557,394.811904479654,0.40915053216078295,0.19659134057598002,0.3953744591364621,2830.6243422539196,-0.11363290975696001,0.037851699772701,0.0860023148114392,1029.00395205819,0.20069701481477698,0.5101514984889239,0.7977151109953392,674.526909179026,0.0187507096587921,0.90707099517002,0.9928152300323071,2932.1123184795097,-0.13220030072479802,0.0214020567245825,0.0596309928846221,656.774953325074,-0.0257799328692568,0.894519460081766,0.971901773067537,928.73972189864,-0.167552461792909,0.0190897719635983,0.0552847796042225
Aech|LOC105149521,Cpla|SGF56764,Dqua|LOC106746266,Hsal|LOC105188087,Obir|LOC105276471,Orug|SGF76569,Sinv|LOC105200554,9434.192771972941,0.0245287609829341,0.946559326321625,0.975413007219905,1591.32154340785,0.282693799845363,0.0161569372595527,0.0429971751934501,16984.110963959098,-1.2413854010468601,7.24211556647234e-08,2.44880067687651e-05,2838.9710900307105,0.282743684130917,0.11534865219166199,0.774065161390626,923.471796600036,0.187036632671561,0.161387063858683,0.28609789527103996,3807.63827783976,0.274217944463714,0.0715900875949756,0.335326317971495,1463.3295905168698,0.33645028375392794,0.000147994604967404,0.000926485732842656
Aech|LOC105149517,Cpla|SGF60216,Dqua|LOC106746843,Hsal|LOC105190060,Obir|LOC105276466,Orug|SGF62150,Sinv|LOC105200551,1791.81222987032,0.5461961058064421,0.053950330045660994,0.168681951432424,3526.53879634789,-0.824077878372775,1.2469894394185199e-05,0.00010017623212018101,595.297199612072,-0.23706605699246,0.44282800354073504,0.760204310021529,3416.63949408462,-0.332335813659701,0.0354926146362871,0.5750314012581049,5556.17976327881,-0.37560682879334706,6.6369152077784e-07,9.04772981298223e-06,6333.352732613471,0.350699161785763,0.0708524829447569,0.333797434158937,1549.5762297335098,-0.0973358464171259,0.46127361256689203,0.6221189264369611
Aech|LOC105147642,Cpla|SGF60822,Dqua|LOC106746304,Hsal|LOC105185338,Obir|LOC105276456,Orug|SGF77680,Sinv|LOC105200545,51.526813608616,0.48315854027989796,0.16634343597039902,0.356003012789908,1601.6029605964402,-0.134528464071779,0.123397322673886,0.22034569803574103,417.367114652071,-0.0804526243066113,0.682564784517666,0.8795403270565659,185.594673083285,-0.0651303385678513,0.731163237012992,0.9681182499461809,263.422585075774,-0.7617698093948772,0.0031349495668438897,0.0124122113551372,86.8576396756126,0.00664396063463255,0.976836691254365,0.9946782489356659,45.8392219227543,-0.23076802600203,0.156907248911366,0.288706396737277
Aech|LOC105147641,Cpla|SGF60073,Dqua|LOC106749336,Hsal|LOC105191234,Obir|LOC105276457,Orug|SGF63947,Sinv|LOC105200544,1289.69817956717,0.000368900537259332,0.9985538056861052,0.998929237138568,2598.37799447417,-0.0515812290719219,0.453393924636866,0.593208873236916,2114.00861370829,-0.15514014821108,0.267191030166364,0.63488283171297,1377.88805055936,-0.101363845059636,0.243779222635483,0.859579646030395,2262.0317816886604,-0.189765832148716,0.0100319915823719,0.0324506405781212,2951.85692610093,-0.0434798783064502,0.726518130984691,0.9246196136374151,616.4482762635321,0.0982411873915134,0.12936278086479402,0.249537980488162
Aech|LOC105147634,Cpla|SGF49585,Dqua|LOC106752148,Hsal|LOC105190114,Obir|LOC105276451,Orug|SGF80048,Sinv|LOC105200533,834.551646188439,-0.0589278625062326,0.758587260127256,0.873443853979871,450.16742718042394,0.343764940446143,0.000230145278020309,0.00120800790490245,1075.08887260607,0.309412560900187,0.0318646024048582,0.23610995383117803,493.539859985031,0.0990132767130114,0.592021120344013,0.9472668119676658,744.113992292273,0.27331021627749497,0.0168953545538022,0.0492982076953597,1414.91131987561,-0.0936303317072656,0.536036597785421,0.8320038559243341,93.2671930257438,0.00817875703619945,0.9329447652593741,0.962453369514869
Aech|LOC105147633,Cpla|SGF61340,Dqua|LOC106752146,Hsal|LOC105190115,Obir|LOC105276452,Orug|SGF79884,Sinv|LOC105200534,727.299259988112,-0.29999641331601395,0.052747307898956,0.1661407511005,520.491565377592,0.18409516282415397,0.0286850889651176,0.0687644187516259,2877.42592870286,0.19261918267132502,0.24768573060204896,0.616556757625081,1191.18200362307,-0.15476629315684198,0.0908467386722913,0.745712776318539,607.940557231247,0.19700501496315698,0.0217796116035467,0.0605158066075779,631.04641206908,0.126469104943437,0.46589950799866897,0.792019018521889,191.899643312741,-0.0874838652805636,0.39683830204688,0.561485449989756
Aech|LOC105149560,Cpla|SGF64706,Dqua|LOC106743899,Hsal|LOC105184546,Obir|LOC105276539,Orug|SGF80211,Sinv|LOC105204002,2472.4483298201603,0.474657001954695,0.0432770602330198,0.144189991928966,3291.82749949954,-1.07847935690454,1.0964642333131499e-07,1.68707868081223e-06,13763.0716264717,-0.916938155420717,0.00212148432120328,0.0513611860484155,3096.6602648729,-0.0612144379018753,0.723566288797227,0.96723178129498,1832.42830874318,-0.6809395396569781,4.33013319690318e-05,0.00033879821890144197,4795.27404706844,-0.000601767806056141,0.9974545658384509,0.999609555628368,424.680892554411,-0.239307153148343,0.0137222579286696,0.0424352349278294
Aech|LOC105143264,Cpla|SGF48769,Dqua|LOC106743364,Hsal|LOC105188176,Obir|LOC105279547,Orug|SGF81210,Sinv|LOC105205186,241.704931260199,-0.172725848581815,0.4103429062001839,0.624075385922915,852.557374741053,-0.5674926086133061,0.00352704458919805,0.0122474268251717,375.824833919274,-0.14967093277372304,0.657684155375313,0.8701015717204531,519.053068747973,-0.00197461357539645,0.988329174891596,0.9976453035190039,585.893326606455,-0.331192071793566,0.0069928582485509205,0.0241203398716828,2222.82356040859,-0.331260479845926,0.0495375339270794,0.26699162182455,83.48760716458091,0.084269890743994,0.609847833051889,0.7457976658712192
Aech|LOC105149520,Cpla|SGF55539,Dqua|LOC106746175,Hsal|LOC105188089,Obir|LOC105276469,Orug|SGF73427,Sinv|LOC105200553,837.886962778935,0.127991630843834,0.618523073063485,0.780339149669828,3768.2825329847997,-0.16856097941337697,0.0356760705626631,0.0818383639629705,4411.744711907921,-0.602864716495408,0.00603403511348159,0.0944500280518344,803.1422979292731,0.0073524582077941,0.9329192674397341,0.99626544987002,5039.87583071808,-0.196997675391399,7.35270354327283e-05,0.000526555182284924,7587.332135476709,-0.16710373213868202,0.16356289192581602,0.517447366773274,253.651763528317,-0.28788442015938503,0.137834887334197,0.261985107705818
Aech|LOC105149519,Cpla|SGF64420,Dqua|LOC106745521,Hsal|LOC105188090,Obir|LOC105276467,Orug|SGF61294,Sinv|LOC105200552,19954.6293669273,0.418379420511745,0.41236710940921,0.625991034865529,2018.25228091474,-0.0648084034010911,0.460924871824848,0.600180681671407,87320.0592941074,-0.15492214498598902,0.595264313087049,0.8378018050677951,1313.7532608154902,-0.229541524882316,0.0814872489862821,0.728719891541898,1027.70113132737,-0.5092363825773061,0.00219765789197306,0.009286500759937541,2685.6252045608803,-0.239051685339555,0.0817750216324894,0.362836327883935,460.514509505975,0.116823342148977,0.10318046383483,0.20932512744612697
Aech|LOC105147643,Cpla|SGF60204,Dqua|LOC106743232,Hsal|LOC105191387,Obir|LOC105276461,Orug|SGF64985,Sinv|LOC105200548,914.4697152381959,-0.27530525745782597,0.0752679020183329,0.21220563739897105,1300.46513572697,-0.5462625773851889,4.0716937137149e-07,5.22171688842116e-06,795.4217312396901,0.34679856458239006,0.20043553751527898,0.555622320298208,1138.42236499042,0.18675990347318697,0.227512357561107,0.8561149178506129,1057.96688937851,-1.24801899017775,9.4467432798424e-09,2.0868338585485398e-07,455.67196018744005,-0.2175448569954,0.36985814602814204,0.7259881829862841,344.791486604381,-1.04404753438703,2.16694697697501e-16,1.2828115720490399e-14
Aech|LOC105147636,Cpla|SGF48997,Dqua|LOC106752150,Hsal|LOC105190112,Obir|LOC105276449,Orug|SGF61703,Sinv|LOC105200541,1342.97768399315,-0.0440937437117915,0.857054372616138,0.9261566512294408,634.6171748147821,0.416358310418586,5.29677836697709e-07,6.49313548775367e-06,937.4408810494659,-0.0105814238630546,0.9519797512398019,0.9839707176962991,291.540408453628,0.0487767422991791,0.741802257803499,0.9681182499461809,602.475336423567,0.45347075122578495,0.00032268039958359104,0.0018672274594642101,471.76535320242004,0.0469060744192483,0.7817075209179941,0.944399344561722,142.82287245280898,0.0427705338996606,0.685618583578496,0.802102707860683
Aech|LOC105144980,Cpla|SGF60181,Dqua|LOC106748531,Hsal|LOC105190127,Obir|LOC105275054,Orug|SGF82391,Sinv|LOC105201588,2484.93456494572,0.6965638902137651,0.00529494059234282,0.0296407491930307,9119.3620704414,0.158507353638866,0.0121613543839695,0.0340965647557502,3017.7517119493104,0.278294480511604,0.15432188496038599,0.502097657881069,4434.36786543396,0.007180491920019041,0.921649994612359,0.9956480208403491,7150.818516681909,-0.0651215222498911,0.443416708629928,0.590545822477388,15084.0431974064,-0.0430415161386766,0.7705248925632109,0.9403526089169559,3071.39531454426,-0.365842165311841,0.0005234879130130809,0.0027540703620338803
Aech|LOC105144983,Cpla|SGF58741,Dqua|LOC106749223,Hsal|LOC105186160,Obir|LOC105275057,Orug|SGF61064,Sinv|LOC105201670,830.0369745341701,-0.24752334813814605,0.297102985452765,0.5120756395423111,289.700358411428,0.21244482018306501,0.11216079068173401,0.204480968062634,1888.23691177095,-0.18746713435987397,0.361690883404099,0.7088470481551741,29.5546244328237,-0.225732824283587,0.491465207970933,0.936917133639856,469.481819247928,0.31090831330637797,0.00150688160534435,0.00679291760793471,517.894383331247,0.06981566167278701,0.6659885399191229,0.900818208593165,635.244018646733,0.133581823940457,0.444520366182059,0.606800644486334
Aech|LOC105153173,Cpla|SGF63914,Dqua|LOC106744336,Hsal|LOC105191443,Obir|LOC105277752,Orug|SGF77934,Sinv|LOC105196960,144.112298869074,0.304056887706683,0.15771962176489202,0.344896226514023,44.0843346908105,0.222070094415823,0.33312543062131106,0.47508893393696705,459.727407924187,0.5245650247606789,0.0299275685230345,0.22862838260932897,481.152240214376,-0.15137625816207598,0.18883907564418498,0.8414577180414949,262.307221159414,0.275025952700362,0.078015716940158,0.16506345480124,226.025050686901,0.477924260940625,0.00581799555501399,0.0658769389399814,16.7525767119295,0.353119456621194,0.0984033571557494,0.20219527220124103
Aech|LOC105154662,Cpla|SGF60683,Dqua|LOC106748540,Hsal|LOC105190145,Obir|LOC105276374,Orug|SGF81615,Sinv|LOC105201697,456.99977061287996,0.0305989261049016,0.863883777608898,0.9311641730900848,1178.59091342303,0.032745414432141004,0.5263923695520399,0.6590834307229161,369.50806767966696,-0.17683928197056897,0.38223058648821795,0.720571961531703,461.454900800312,-0.0493075985617523,0.569986602675115,0.9472668119676658,1038.32902766181,0.0586693342734704,0.4001995603034621,0.551180462957312,3102.4308467656,-0.136210236167469,0.45515371800133897,0.785227592948852,73.0948615757627,-0.19980254265020603,0.147759323449705,0.27624175217984803
Aech|LOC105154643,Cpla|SGF61500,Dqua|LOC106750016,Hsal|LOC105185976,Obir|LOC105285656,Orug|SGF61462,Sinv|LOC105208097,2011.5352944117496,0.131664757311321,0.5538643530126639,0.736136945822375,511.975028909666,0.111060877964247,0.167279916849507,0.27941109166364503,1101.34770742905,0.10780431381597999,0.65711245836407,0.8697480137845941,797.467772514237,-0.0401229986641019,0.70609850808743,0.9664002041900072,506.177728793581,0.0637516172499672,0.39131579386055,0.542699165310039,1083.3758796367401,-0.36241975034868,0.0165125957082744,0.13445788773875,214.19557821300302,-0.151759495350732,0.18935519234967998,0.33302373387717704
Aech|LOC105154639,Cpla|SGF52218,Dqua|LOC106742486,Hsal|LOC105188108,Obir|LOC105285676,Orug|SGF77508,Sinv|LOC105208095,799.8758561949901,-0.0184492448830212,0.9159980870118928,0.9601110537785681,121.691807147866,-0.0220643953928655,0.8437325786281601,0.900378210123359,961.845078052503,0.0636835340689973,0.790560209400588,0.9256281615216411,373.28871081782603,-0.0287106957936432,0.7843236747100408,0.9723546553607869,286.018363916142,0.162500499676986,0.0947700358133591,0.19156561340205,704.038467577385,0.0141310248127663,0.9351126744633791,0.985227190535431,113.596084383055,-0.0450261969284117,0.6929572099008149,0.808016570002165
Aech|LOC105154638,Cpla|SGF62826,Dqua|LOC106742644,Hsal|LOC105183106,Obir|LOC105285675,Orug|SGF68252,Sinv|LOC105208094,1087.9256660722199,-0.164167773470052,0.44792907305171104,0.65611190813231,604.5519198209299,0.326945672207842,0.000171106468622174,0.000937644921440385,5294.36067308032,0.37520774315710403,0.0417223247816459,0.272876378197947,70.9375999979848,0.25467695542463104,0.27181289710765,0.873198931958327,1008.32238229651,0.3056902881721789,0.000366607882687725,0.0020792767919155398,1956.8280196636,-0.0028206099242822397,0.9837503317994342,0.99554250589561,399.68509376812796,0.210710490284511,0.0201419394356393,0.0576057578371532
Aech|LOC105154640,Cpla|SGF48519,Dqua|LOC106742489,Hsal|LOC105188111,Obir|LOC105285671,Orug|SGF64363,Sinv|LOC105208096,128.859282101382,0.0714565905075533,0.780045360973282,0.884699784403094,171.13448925639202,0.21474993353212501,0.0455153633892927,0.0996290105946349,302.777874961241,0.3714042155376261,0.16260153852946202,0.510622499945326,244.18859988321702,-0.18434503456956602,0.0383594892728563,0.582684318683051,145.058411387451,0.2608323279789,0.09532135705366099,0.192448669104203,337.168204463112,0.171648243294276,0.35469303674329705,0.7165802999172829,119.240447160732,0.24952485595557,0.0532561084234347,0.12511235642916302
